rule250 . 400 . 500 .
rule250 . 402 . 500 .
rule490 . 705 . 400 .
rule320 . 700 . 402 .
rule450 . 410 . 700 .
rule450 . 424 . 700 .
rule412 . 707 . 410 .
rule470 . 451 . 424 .
rule470 . 120 . 424 .
rule447 . 705 . 707 .
rule706 . 707 . 451 .
rule131 . 118 . 120 .
